0.545370, 0.812956E-1, 77.0563, 0.515013, 0.137368E+15, 0.825153E+33, 954.189, 86.7245, 0.160461E-1, 0.156258E-1
0.546462, 0.814583E-1, 77.2116, 0.517446, 0.137645E+15, 0.829053E+33, 954.219, 86.8274, 0.160775E-1, 0.156665E-1
0.547556, 0.816214E-1, 77.3672, 0.519892, 0.137923E+15, 0.832972E+33, 954.249, 86.9303, 0.161089E-1, 0.157198E-1
0.548652, 0.817848E-1, 77.5232, 0.522351, 0.138201E+15, 0.836911E+33, 954.279, 87.0333, 0.161404E-1, 0.157628E-1
0.549751, 0.819486E-1, 77.6794, 0.524822, 0.138479E+15, 0.840870E+33, 954.309, 87.1363, 0.161721E-1, 0.158195E-1
0.550851, 0.821126E-1, 77.8360, 0.527306, 0.138758E+15, 0.844849E+33, 954.339, 87.2395, 0.162038E-1, 0.158621E-1
0.551954, 0.822770E-1, 77.9929, 0.529802, 0.139038E+15, 0.848848E+33, 954.370, 87.3426, 0.162356E-1, 0.159082E-1
0.553059, 0.824417E-1, 78.1501, 0.532311, 0.139318E+15, 0.852868E+33, 954.400, 87.4459, 0.162675E-1, 0.159606E-1
0.554166, 0.826068E-1, 78.3076, 0.534832, 0.139599E+15, 0.856908E+33, 954.431, 87.5492, 0.162996E-1, 0.160063E-1
0.555276, 0.827722E-1, 78.4655, 0.537367, 0.139880E+15, 0.860969E+33, 954.461, 87.6526, 0.163317E-1, 0.160545E-1
0.556387, 0.829379E-1, 78.6236, 0.539914, 0.140162E+15, 0.865050E+33, 954.492, 87.7561, 0.163639E-1, 0.161101E-1
0.557501, 0.831039E-1, 78.7821, 0.542474, 0.140445E+15, 0.869152E+33, 954.523, 87.8596, 0.163962E-1, 0.161514E-1
0.558617, 0.832703E-1, 78.9409, 0.545048, 0.140728E+15, 0.873275E+33, 954.554, 87.9632, 0.164286E-1, 0.162091E-1
0.559736, 0.834370E-1, 79.1001, 0.547634, 0.141012E+15, 0.877419E+33, 954.585, 88.0669, 0.164611E-1, 0.162437E-1
0.560856, 0.836040E-1, 79.2595, 0.550234, 0.141296E+15, 0.881585E+33, 954.616, 88.1706, 0.164937E-1, 0.163112E-1
0.561979, 0.837714E-1, 79.4193, 0.552847, 0.141581E+15, 0.885771E+33, 954.647, 88.2744, 0.165264E-1, 0.163517E-1
0.563104, 0.839391E-1, 79.5794, 0.555473, 0.141866E+15, 0.889979E+33, 954.679, 88.3783, 0.165592E-1, 0.164022E-1
0.564231, 0.841072E-1, 79.7398, 0.558113, 0.142152E+15, 0.894209E+33, 954.710, 88.4822, 0.165921E-1, 0.164589E-1
0.565361, 0.842755E-1, 79.9006, 0.560766, 0.142439E+15, 0.898460E+33, 954.741, 88.5862, 0.166251E-1, 0.164988E-1
0.566493, 0.844443E-1, 80.0617, 0.563433, 0.142726E+15, 0.902733E+33, 954.773, 88.6903, 0.166583E-1, 0.165549E-1
0.567627, 0.846133E-1, 80.2231, 0.566114, 0.143014E+15, 0.907028E+33, 954.805, 88.7944, 0.166915E-1, 0.166109E-1
0.568763, 0.847827E-1, 80.3848, 0.568808, 0.143302E+15, 0.911345E+33, 954.837, 88.8986, 0.167248E-1, 0.166605E-1
0.569902, 0.849525E-1, 80.5469, 0.571516, 0.143591E+15, 0.915684E+33, 954.869, 89.0029, 0.167582E-1, 0.167057E-1
0.571043, 0.851225E-1, 80.7093, 0.574239, 0.143880E+15, 0.920045E+33, 954.901, 89.1072, 0.167917E-1, 0.167672E-1
0.572186, 0.852929E-1, 80.8720, 0.576975, 0.144171E+15, 0.924429E+33, 954.933, 89.2116, 0.168254E-1, 0.168162E-1
0.573332, 0.854637E-1, 81.0351, 0.579725, 0.144461E+15, 0.928835E+33, 954.965, 89.3161, 0.168591E-1, 0.168608E-1
0.574480, 0.856348E-1, 81.1985, 0.582489, 0.144753E+15, 0.933265E+33, 954.997, 89.4206, 0.168929E-1, 0.169155E-1
0.575630, 0.858062E-1, 81.3622, 0.585268, 0.145044E+15, 0.937717E+33, 955.030, 89.5252, 0.169269E-1, 0.169762E-1
0.576782, 0.859780E-1, 81.5263, 0.588061, 0.145337E+15, 0.942192E+33, 955.062, 89.6299, 0.169609E-1, 0.170201E-1
0.577937, 0.861502E-1, 81.6907, 0.590869, 0.145630E+15, 0.946690E+33, 955.095, 89.7347, 0.169951E-1, 0.170803E-1
